za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2314016;,490377;2015/05/12;100000 bis 500000;Rheinland-Pfalz;West;m;64;Mittlerer Bildungsabschl;ja;zwei;zwei;SPD;ja;keine Angabe;Mobilfunk;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2314594;5,243587;2015/05/12;50000 bis 100000;Bayern;West;w;26;Volks-, Hauptschule;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;keine Angabe;Mobilfunk;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr schlecht;nein;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2319116;,670056;2015/05/12;bis 2000;Rheinland-Pfalz;West;m;62;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;2500 bis unter 3000;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2319494;1,432558;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;m;35;Studium;ja;zwei;zwei;CDU/CSU;ja;5000 Euro und mehr;Mobilfunk;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2321495;1,751846;2015/05/12;500000 und mehr;Bayern;West;m;15;Schüler;nein;drei;drei; ; ;keine Angabe;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2324461;,231419;2015/05/12;100000 bis 500000;Bayern;West;m;56;Mittlerer Bildungsabschl;ja;vier;zwei;SPD;ja;4000 bis unter 5000;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher schlecht;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2324719;1,327008;2015/05/12;50000 bis 100000;Niedersachsen;West;w;46;Volks-, Hauptschule;ja;eine Person;eine Person;würde nicht wählen;ja;keine Angabe;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2324748;2,067297;2015/05/12;5000 bis 20000;Bayern;West;m;46;Mittlerer Bildungsabschl;ja;vier;drei;AfD;ja;keine Angabe;Mobilfunk;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;weiß nicht, keine Angabe;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2324750;,376087;2015/05/12;500000 und mehr;Sachsen;Ost;m;29;Studium;ja;eine Person;eine Person;CDU/CSU;ja;1500 bis unter 2000;Mobilfunk;weiß nicht, keine Angabe;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2326835;,160822;2015/05/12;20000 bis 50000;Bayern;West;w;58;Studium;ja;drei;drei; ;nein;2000 bis unter 2500;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;nein;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2328405;,215349;2015/05/12;500000 und mehr;Bremen;West;m;28;Studium;ja;zwei;zwei;CDU/CSU;ja;4000 bis unter 5000;Mobilfunk;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2328747;2,172784;2015/05/12;5000 bis 20000;Baden-Württemberg;West;w;28;Abitur;ja;eine Person;eine Person; ;nein;3000 bis unter 3500;Mobilfunk;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2329170;,361026;2015/05/12;500000 und mehr;Brandenburg;Ost;w;63;Studium;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;2000 bis unter 2500;Mobilfunk;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2329634;,708043;2015/05/12;50000 bis 100000;Nordrhein-Westfalen;West;w;50;Mittlerer Bildungsabschl;nein;drei;drei;CDU/CSU;ja;keine Angabe;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2329836;2,708488;2015/05/12;100000 bis 500000;Bayern;West;m;58;Volks-, Hauptschule;ja;zwei;zwei;weiß nicht, keine Angabe;ja;2500 bis unter 3000;Mobilfunk;mehr;mehr tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2332068;3,722874;2015/05/12;100000 bis 500000;Mecklenburg-Vorpommern;Ost;m;55;Mittlerer Bildungsabschl;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;unter 500 Euro;Mobilfunk;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2333303;2,940099;2015/05/12;100000 bis 500000;Hessen;West;w;71;Volks-, Hauptschule;nein;zwei;zwei;würde nicht wählen;ja;1000 bis unter 1500;Mobilfunk;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2333792;,32567;2015/05/12;100000 bis 500000;Bayern;West;w;27;Studium;ja;drei;zwei;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Mobilfunk;mehr;weiß nicht, keine Angabe;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2334886;,795651;2015/05/12;500000 und mehr;Schleswig-Holstein;West;m;44;Mittlerer Bildungsabschl;ja;vier;zwei;Bündnis `90, Die Grünen;ja;3500 bis unter 4000;Mobilfunk;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2335046;8,224956;2015/05/12;20000 bis 50000;Sachsen;Ost;m;22;Volks-, Hauptschule;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2336154;,324784;2015/05/12;50000 bis 100000;Brandenburg;Ost;w;70;Studium;nein;zwei;zwei;SPD;ja;2000 bis unter 2500;Mobilfunk;weiß nicht, keine Angabe;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2337397;1,991086;2015/05/12;500000 und mehr;Nordrhein-Westfalen;West;w;25;Abitur;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;3500 bis unter 4000;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;ja;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2337929;1,189897;2015/05/12;500000 und mehr;Niedersachsen;West;m;15;Mittlerer Bildungsabschl;nein;zwei;zwei; ; ;500 bis unter 1000;Mobilfunk;mehr;weniger tun;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2338353;1,506199;2015/05/12;500000 und mehr;Bayern;West;m;35;Volks-, Hauptschule;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;500 bis unter 1000;Mobilfunk;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;2339356;,852688;2015/05/12;100000 bis 500000;Rheinland-Pfalz;West;w;40;Mittlerer Bildungsabschl;ja;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Mobilfunk;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund;berechtigter Grund;berechtigter Grund
