za_nr;version;doi;lfd;gewicht;q1;q2;q3;q4;q5;q6;q7;q8;q9;q9_00;q9_01;q9_02;q9_03;q9_04;q9_05;q9_06;q9_07;q9_99;q10;q11;q11_00;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q11_09;q11_10;q11_12;q11_13;q11_14;q11_15;q11_16;q11_17;q11_18;q11_19;q11_20;q11_98;q11_99;q12a;q12b;q13;q14a;q14b;q14c;q14d;q14e;q14f;q14g;q14h;q15a;q15b;q15c;q15d;q15e;q16a;q16b;q16c;q16d;q16e;q17;q18;q19;q20;q21;q22;q23;q24;q25a;q25b;q25c;q25d;q25e;q26;q27a;q27b;q27c;q27d;q27e;q27f;q27g;q27aa;q27ab;q27ac;q27ad;q27ae;q27af;q27ag;q27ah;q27ai;q27ak;q28;q29m01;q29m02;q29m03;q30;q31;s1;s2;s3;s4;s4a;s4b;s5;s5a;s5b;s6;s7;s8;gkbik;gkpol;land
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;67;,549934898810632;nicht so wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme eher nicht zu;stimme eher zu;weiß nicht;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;nicht richtig;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme eher zu;nein;Filter;Filter;Filter;weiß nicht / kein Urteil;Mittelschicht;männlich;51;Studium;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;3;2;1;Verheiratet;4.000 Euro und mehr;ÖDP/ Ökologisch-Demokratische Partei;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;68;1,17678972220835;nicht so wichtiges Thema;gewinnen;gut;Ja;eine Person;In einem anderen Privathaushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;02,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;etwas Vertrauen;großes Vertrauen;großes Vertrauen;kein Vertrauen;etwas Vertrauen;eher zufrieden;eher zufrieden;keine Bewertung möglich;eher unzufrieden;eher zufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;richtig;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;ja;Filter;Filter;Filter;eher zufrieden;Mittelschicht;männlich;18;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;5;4;1;Ledig und allein lebend;von 1.500 bis unter 2.000 Euro;SPD;500000 und mehr Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;69;1,886535859777;wichtiges Thema;sich nicht wesentlich verändern;sehr gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;großes Vertrauen;großes Vertrauen;kein Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;sehr gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;sehr unzufrieden;obere Mittelschicht;männlich;28;Abitur;nein (auch arbeitslos, Azubi);Filter;Wehrdienstleistende(r), Bundesfreiwilligendienst;4;4;0;Ledig und in einer Partnerschaft lebend;4.000 Euro und mehr;FDP;20000 bis unter 50000 Einwohner;20000 bis unter 50000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;70;,339195176731802;wichtiges Thema;gewinnen;gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 1;06,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;kein Vertrauen;eher unzufrieden;keine Bewertung möglich;eher zufrieden;eher unzufrieden;eher zufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme überhaupt nicht zu;stimme voll und ganz zu;weiß nicht;stimme eher nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;obere Mittelschicht;weiblich;82;Studium;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Ledig und allein lebend;von 1.000 bis unter 1.250 Euro;CDU/CSU;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Brandenburg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;71;,366860838710457;nicht so wichtiges Thema;weiß nicht;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... eine eigene Pflegekraft;stimme voll und ganz zu;weiß nicht;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;nicht richtig;stimme eher zu;keine Angabe;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;keine Angabe;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;keine Angabe;stimme eher zu;ja;Filter;Filter;Filter;eher zufrieden;Arbeiterschicht;männlich;82;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Verwitwet;von 1.250 bis unter 1.500 Euro;Die Linke;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Mecklenburg-Vorpommern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;72;,936153452810576;wichtiges Thema;gewinnen;weniger gut;Ja;mehrere Personen;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 3;02,05,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;eher zufrieden;keine Bewertung möglich;eher zufrieden;keine Bewertung möglich;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;31;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Ledig und in einer Partnerschaft lebend;4.000 Euro und mehr;keine Partei / weiß nicht;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;2000 bis unter 5000 Einwohner;Rheinland-Pfalz
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;73;,552653348531908;wichtiges Thema;weiß nicht;gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;01,;Nicht gefiltert;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;ja, unter gewissen Umständen;Filter;... eine eigene Pflegekraft;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;etwas Vertrauen;weiß nicht;eher zufrieden;weiß nicht;teils /teils;eher zufrieden;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;nein;"Mehr Zeit für das Pflegepersonal/ kein Zeitdruck/ keine ""Nor";Filter;Filter;eher zufrieden;Mittelschicht;weiblich;50;Abitur;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Verheiratet;keine Angabe;keine Partei / weiß nicht;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Hessen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;74;,771550691200327;wichtiges Thema;sich nicht wesentlich verändern;gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 1;01,;Nicht gefiltert;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;ja, unter gewissen Umständen;Filter;... eine eigene Pflegekraft;stimme eher zu;weiß nicht;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;teils /teils;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;weiß nicht;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;nein;Bessere Zusammenarbeit Arzt/ Hausarzt/ medizinisches Persona;Filter;Filter;eher unzufrieden;obere Mittelschicht;weiblich;54;Studium;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Verheiratet;4.000 Euro und mehr;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Sachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;75;,741735679920132;sehr wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;nein;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher nicht zu;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;untere Mittelschicht;weiblich;67;Hauptschule mit Lehre;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Geschieden;von 750 bis unter 1.000 Euro;keine Angabe;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Berlin
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;76;,310594053860375;nicht so wichtiges Thema;weiß nicht;gut;Ja;eine Person;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 3;05,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... ein Pflegeheim;stimme eher nicht zu;weiß nicht;stimme eher zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;weiß nicht;weiß nicht;etwas Vertrauen;etwas Vertrauen;eher zufrieden;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;eher unzufrieden;nicht so gut;kann ich nicht beurteilen/ weiß nicht;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;weiß nicht;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;männlich;69;Studium;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;2;2;0;Verheiratet;keine Angabe;Die Linke;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Thüringen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;77;,913566711055719;wichtiges Thema;gewinnen;weniger gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;02,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher schlecht;04,03,;Nicht gefiltert;Nicht genannt;Nicht genannt;Genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher nicht zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;teils /teils;teils /teils;teils /teils;teils /teils;eher unzufrieden;nicht so gut;eher schlechte Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;sehr unzufrieden;untere Mittelschicht;männlich;54;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Verheiratet;keine Angabe;SPD;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;78;,58899071081201;wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme überhaupt nicht zu;weiß nicht;weiß nicht;stimme eher nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Nein, ist nicht gerecht;weiß nicht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;weiß nicht;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme eher zu;weiß nicht/kein Urteil;Filter;Filter;Filter;sehr unzufrieden;untere Mittelschicht;weiblich;69;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;2;2;0;Verheiratet;von 1.250 bis unter 1.500 Euro;keine Angabe;500000 und mehr Einwohner / Strukturtyp 1;20000 bis unter 50000 Einwohner;Brandenburg
